t_s,leg,state,phase_elapsed_s,cmd_vx,cmd_vy,cmd_wz,raw_vx,raw_vy,raw_wz,est_x,est_y,est_yaw_deg,event
0.051,0,WARMUP,0.051,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.0,
0.101,0,WARMUP,0.101,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.0,
0.151,0,WARMUP,0.151,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.000,0.0,
0.201,0,WARMUP,0.201,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.000,0.0,
0.251,0,WARMUP,0.251,0.000,0.000,-0.500,0.000,0.000,0.000,0.000,0.000,0.0,
0.301,0,WARMUP,0.302,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.351,0,WARMUP,0.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.401,0,WARMUP,0.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.451,0,WARMUP,0.452,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.502,0,WARMUP,0.502,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.552,0,WARMUP,0.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.602,0,WARMUP,0.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.652,0,WARMUP,0.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.701,0,WARMUP,0.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.751,0,WARMUP,0.751,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.803,0,WARMUP,0.803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,FIN_WARMUP
0.803,0,DRIVE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.851,0,DRIVE,0.048,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.901,0,DRIVE,0.098,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
0.952,0,DRIVE,0.149,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.002,0,DRIVE,0.199,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.051,0,DRIVE,0.248,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.103,0,DRIVE,0.300,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.151,0,DRIVE,0.348,0.300,0.000,0.000,0.083,-0.004,-0.102,0.000,0.000,0.0,
1.203,0,DRIVE,0.399,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.251,0,DRIVE,0.448,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.301,0,DRIVE,0.498,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.352,0,DRIVE,0.549,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.402,0,DRIVE,0.599,0.300,0.000,0.000,0.220,0.004,-0.034,0.000,0.000,0.0,
1.451,0,DRIVE,0.648,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.502,0,DRIVE,0.699,0.300,0.000,0.000,0.299,0.004,-0.034,0.000,0.000,0.0,
1.552,0,DRIVE,0.749,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.603,0,DRIVE,0.799,0.300,0.000,0.000,0.314,-0.009,-0.136,0.000,0.000,0.0,
1.651,0,DRIVE,0.848,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.701,0,DRIVE,0.898,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.752,0,DRIVE,0.949,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.803,0,DRIVE,1.000,0.300,0.000,0.000,0.343,-0.009,0.000,0.000,0.000,0.0,
1.851,0,DRIVE,1.048,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
1.902,0,DRIVE,1.099,0.300,0.000,0.000,0.220,0.004,-0.034,0.000,0.000,0.0,
1.952,0,DRIVE,1.149,0.300,0.000,0.000,0.343,-0.009,0.000,0.000,0.000,0.0,
2.002,0,DRIVE,1.199,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.051,0,DRIVE,1.248,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.102,0,DRIVE,1.299,0.300,0.000,0.000,0.343,-0.009,0.000,0.000,0.000,0.0,
2.151,0,DRIVE,1.348,0.300,0.000,0.000,0.328,0.024,0.170,0.000,0.000,0.0,
2.202,0,DRIVE,1.399,0.300,0.000,0.000,0.343,-0.009,0.000,0.000,0.000,0.0,
2.252,0,DRIVE,1.449,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.302,0,DRIVE,1.498,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
2.352,0,DRIVE,1.549,0.300,0.000,0.000,0.299,0.004,-0.034,0.000,0.000,0.0,
2.402,0,DRIVE,1.599,0.300,0.000,0.000,0.319,-0.014,-0.102,0.000,0.000,0.0,
2.451,0,DRIVE,1.648,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.501,0,DRIVE,1.698,0.300,0.000,0.000,0.319,-0.014,-0.102,0.000,0.000,0.0,
2.552,0,DRIVE,1.749,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.601,0,DRIVE,1.798,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
2.651,0,DRIVE,1.848,0.300,0.000,0.000,0.319,0.004,0.034,0.000,0.000,0.0,
2.702,0,DRIVE,1.899,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
2.752,0,DRIVE,1.949,0.300,0.000,0.000,0.319,-0.014,-0.102,0.000,0.000,0.0,
2.805,0,DRIVE,2.002,0.300,0.000,0.000,0.289,0.024,0.307,0.000,0.000,0.0,
2.851,0,DRIVE,2.048,0.300,0.000,0.000,0.319,-0.014,-0.102,0.000,0.000,0.0,
2.903,0,DRIVE,2.100,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
2.952,0,DRIVE,2.149,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
3.001,0,DRIVE,2.198,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
3.053,0,DRIVE,2.250,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
3.102,0,DRIVE,2.299,0.300,0.000,0.000,0.294,0.000,-0.136,0.000,0.000,0.0,
3.153,0,DRIVE,2.350,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
3.201,0,DRIVE,2.398,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
3.251,0,DRIVE,2.448,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
3.301,0,DRIVE,2.498,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
3.351,0,DRIVE,2.548,0.300,0.000,0.000,0.309,-0.024,-0.102,0.000,0.000,0.0,
3.404,0,DRIVE,2.601,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
3.454,0,DRIVE,2.650,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
3.502,0,DRIVE,2.698,0.300,0.000,0.000,0.274,0.009,0.204,0.000,0.000,0.0,
3.552,0,DRIVE,2.748,0.300,0.000,0.000,0.309,0.004,0.102,0.000,0.000,0.0,
3.601,0,DRIVE,2.798,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
3.651,0,DRIVE,2.848,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
3.701,0,DRIVE,2.898,0.300,0.000,0.000,0.289,-0.004,-0.034,0.000,0.000,0.0,
3.751,0,DRIVE,2.948,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
3.805,0,DRIVE,3.001,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
3.853,0,DRIVE,3.050,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
3.902,0,DRIVE,3.099,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
3.952,0,DRIVE,3.149,0.300,0.000,0.000,0.328,0.004,-0.034,0.000,0.000,0.0,
4.002,0,DRIVE,3.199,0.300,0.000,0.000,0.323,-0.009,0.000,0.000,0.000,0.0,
4.051,0,DRIVE,3.248,0.300,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0,
4.102,0,DRIVE,3.299,0.300,0.000,0.000,0.333,-0.009,-0.136,0.000,0.000,0.0,
4.154,0,DRIVE,3.351,0.000,0.000,0.000,0.294,0.000,-0.136,1.000,0.000,0.0,FIN_DRIVE_leg0
4.155,0,STOP_BEFORE_SPIN,0.001,0.000,0.000,0.000,0.294,0.000,-0.136,1.000,0.000,0.0,
4.201,0,STOP_BEFORE_SPIN,0.048,0.000,0.000,0.000,0.328,0.004,-0.034,1.000,0.000,0.0,
4.252,0,STOP_BEFORE_SPIN,0.098,0.000,0.000,0.000,0.328,0.004,-0.034,1.000,0.000,0.0,
4.301,0,STOP_BEFORE_SPIN,0.147,0.000,0.000,0.000,0.269,0.044,-0.034,1.000,0.000,0.0,
4.351,0,STOP_BEFORE_SPIN,0.197,0.000,0.000,0.000,0.269,0.044,-0.034,1.000,0.000,0.0,
4.402,0,STOP_BEFORE_SPIN,0.247,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.0,
4.452,0,STOP_BEFORE_SPIN,0.298,0.000,0.000,0.000,0.294,0.019,-0.136,1.000,0.000,0.0,
4.501,0,STOP_BEFORE_SPIN,0.347,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.0,
4.551,0,STOP_BEFORE_SPIN,0.397,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.0,
4.602,0,STOP_BEFORE_SPIN,0.448,0.000,0.000,0.000,0.328,0.004,-0.034,1.000,0.000,0.0,
4.651,0,STOP_BEFORE_SPIN,0.497,0.000,0.000,0.000,0.328,0.004,-0.034,1.000,0.000,0.0,
4.701,0,STOP_BEFORE_SPIN,0.547,0.000,0.000,0.000,0.137,0.000,0.000,1.000,0.000,0.0,
4.751,0,STOP_BEFORE_SPIN,0.597,0.000,0.000,0.000,0.137,0.000,0.000,1.000,0.000,0.0,
4.802,0,STOP_BEFORE_SPIN,0.648,0.000,0.000,0.000,0.269,0.044,-0.034,1.000,0.000,0.0,
4.851,0,STOP_BEFORE_SPIN,0.697,0.000,0.000,0.000,0.328,0.004,-0.034,1.000,0.000,0.0,
4.901,0,STOP_BEFORE_SPIN,0.747,0.000,0.000,0.000,0.269,0.044,-0.034,1.000,0.000,0.0,
4.952,0,STOP_BEFORE_SPIN,0.798,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.001,0,STOP_BEFORE_SPIN,0.847,0.000,0.000,0.000,0.328,0.004,-0.034,1.000,0.000,0.0,
5.051,0,STOP_BEFORE_SPIN,0.897,0.000,0.000,0.000,0.269,0.044,-0.034,1.000,0.000,0.0,
5.101,0,STOP_BEFORE_SPIN,0.947,0.000,0.000,0.000,0.269,0.044,-0.034,1.000,0.000,0.0,
5.152,0,STOP_BEFORE_SPIN,0.998,0.000,0.000,0.000,0.269,0.044,-0.034,1.000,0.000,0.0,
5.204,0,STOP_BEFORE_SPIN,1.050,0.000,0.000,0.000,0.269,0.044,-0.034,1.000,0.000,0.0,INICIO_DRIFT_leg0
5.205,0,DRIFT,0.000,0.000,0.000,0.000,0.269,0.044,-0.034,1.000,0.000,0.0,
5.251,0,DRIFT,0.046,0.000,-0.000,1.000,0.269,0.044,-0.034,1.000,0.000,0.0,
5.302,0,DRIFT,0.097,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.351,0,DRIFT,0.147,0.000,-0.000,1.000,0.328,0.004,-0.034,1.000,0.000,0.0,
5.402,0,DRIFT,0.198,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.451,0,DRIFT,0.247,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.501,0,DRIFT,0.296,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.551,0,DRIFT,0.347,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.602,0,DRIFT,0.397,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.652,0,DRIFT,0.448,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.702,0,DRIFT,0.497,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.752,0,DRIFT,0.547,0.000,-0.000,1.000,-0.004,0.004,0.102,1.000,0.000,0.0,
5.801,0,DRIFT,0.596,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.851,0,DRIFT,0.646,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.902,0,DRIFT,0.697,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
5.951,0,DRIFT,0.747,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
6.001,0,DRIFT,0.797,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
6.051,0,DRIFT,0.847,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
6.101,0,DRIFT,0.897,0.000,-0.000,1.000,-0.004,0.004,0.649,1.000,0.000,0.0,
6.153,0,DRIFT,0.948,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
6.203,0,DRIFT,0.999,0.000,-0.000,1.000,0.328,0.004,-0.034,1.000,0.000,0.0,
6.253,0,DRIFT,1.048,0.000,-0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.0,
6.302,0,DRIFT,1.098,0.000,-0.000,1.000,0.328,0.004,-0.034,1.000,0.000,0.0,
